Название книги,Автор,Издательство,Цена со скидкой,Цена без скидки,Процент скидки,Наличие на складе 
"Англо-русский и русско-английский словарь. 100 тысяч слов, словосочетаний и выражений",Винокуров Александр Моисеевич,Мартин:Словари,368,526,30,На складе
Орфографический словарь русского языка,Букчина Бронислава Зиновьевна и др.,АСТ-Пресс:Настольные словари русского языка,2380,Нет старого прайса,Нет скидки,На складе
Англо-русский энциклопедический словарь искусств и художественных ремёсел. В 2-х томах. Том 1,Азаров Алексей Алексеевич,Флинта,907,1296,30,На складе
Англо-русский энциклопедический словарь искусств и художественных ремёсел. В 2-х томах. Том 2,Азаров Алексей Алексеевич,Флинта,907,1296,30,На складе
Толковый словарь русского языка для учащихся. 50 000 слов,Федорова Татьяна Леонидовна,Стандарт:Словари карманные,265,378,30,На складе
"Толковый словарь русского языка. Около 100000 слов, терминов и фразеологических выражений",Ожегов Сергей Иванович,Мир и образование,648,925,30,На складе
Немецко-русский русско-немецкий словарь с произношением,Матвеев Сергей Александрович,АСТ:Новейший словарь,164,210,22,На складе
Русско-английский морской словарь,,У Никитских ворот,2608,3726,30,На складе
Русско-албанский тематический словарь. 7000 слов,Таранов Андрей Михайлович,T&P Books:Тематический словарь,732,938,22,Ограничено
Русско-албанский тематический словарь. 9000 слов,Таранов Андрей Михайлович,T&P Books:Тематический словарь,877,1124,22,Ограничено
Русско-эстонский тематический словарь. 7000 слов,Таранов Андрей Михайлович,T&P Books:Тематический словарь,723,927,22,Ограничено
Английский разговорник,,АСТ:Лучший разговорник для путешествий,309,396,22,На складе
Словарь грамматических трудностей русского языка. 5-11 классы,"Гольберг Инна Михайловна, Иванов Станислав Викторович",АСТ-Пресс:Словари для основной школы (5-11 классы),915,Нет старого прайса,Нет скидки,На складе
Немецкий разговорник,,АСТ:Запоминаем легко и просто,309,396,22,На складе
"Англо-русский, русско-английский словарь. 120 000 слов. Современная редакция",Мюллер Владимир Карлович,Стандарт,329,470,30,На складе
"Новейший англо-русский, русско-английский словарь с двусторонней транскрипцией. 55000 слов",Мюллер Владимир Карлович,Хит-книга,229,327,30,На складе
Корейский разговорник,,АСТ:Запоминаем легко и просто,309,396,22,На складе
Толковый словарь русского языка. 100 000 слов,Ожегов Сергей Иванович,Мир и образование,1148,1640,30,На складе
Испанский разговорник,,АСТ:Лучший разговорник для путешествий,288,369,22,На складе
Корейский разговорник,"Чун Ин Сун, Погадаева Анастасия Викторовна",АСТ:Лучший разговорник для путешествий,377,483,22,На складе
"Толковый словарь русского языка. Около 100 000 слов, терминов и фразеологических выражений",Ожегов Сергей Иванович,АСТ:Ожегов,964,1236,22,На складе
Англо-русский русско-английский словарь,Матвеев Сергей Александрович,АСТ:Популярный словарь,309,396,22,На складе
Популярный англо-русский русско-английский словарь,Мюллер Владимир Карлович,АСТ:Популярный словарь,297,381,22,На складе
Немецко-русский русско-немецкий словарь с произношением,Матвеев Сергей Александрович,АСТ:Новые карманные словари,147,188,22,На складе
Словарь-справочник международных терминоэлементов русского языка,"Снетова Галина Петровна, Власова Ольга Борисовна",Мир и образование:Новые словари,1200,1714,30,На складе
Современный немецко-русский русско-немецкий словарь 125 000 слов и словосочетаний с транскрипцией,,Хит-книга,348,497,30,На складе
Китайско-русский визуальный словарь,,АСТ:Современные визуальные словари,714,916,22,На складе
Немецко-русский визуальный словарь,,АСТ:Современные визуальные словари,645,827,22,На складе
Японско-русский визуальный словарь,,АСТ:Современные визуальные словари,714,916,22,На складе
"Этимологический словарь русского языка. 7-11 классы. 1600 слов, происхождение, исторические связи","Березович Елена Львовна, Галинова Наталья Владимировна",АСТ-Пресс:Словари для основной школы (5-11 классы),1188,Нет старого прайса,Нет скидки,Ограничено
Словарь новейших иностранных слов,Шагалова Екатерина Николаевна,АСТ-Пресс:Настольные словари русского языка,1664,Нет старого прайса,Нет скидки,На складе
Французско-русский русско-французский словарь с произношением,Матвеев Сергей Александрович,АСТ:Новые карманные словари,147,188,22,На складе
Словарь окказионализмов русского языка,Козинец Сергей Борисович,Флинта,454,648,30,На складе
"Немецко-русский, русско-немецкий словарь. 120 000 слов",Шройдер Юрген,Стандарт,321,459,30,На складе
,,,0,Нет старого прайса,Нет скидки,
Проективный словарь гуманитарных наук,Эпштейн Михаил Наумович,"Новое литературное обозрение:Энциклопедии, справочники, словари",884,1263,30,На складе
Школьный орфографический словарь,Гайбарян Ольга Ервандовна,Феникс:Учебные словари,314,403,22,Ограничено
Русско-польский разговорник,,Виктория Плюс:Галопом по Европам,138,197,30,На складе
Толковый англо-русский словарь имен собственных в интертекстуальном аспекте,Рубцова Светлана Юрьевна,Филологический факультет СПбГУ,1504,2149,30,На складе
Академический толковый словарь русского языка. Том 1. А - Вилять,Крысин Леонид Петрович и др.,Языки славянских культур,3090,3961,22,На складе
Академический толковый словарь русского языка. Том 2. Вина - Гяур,Крысин Леонид Петрович и др.,Языки славянских культур,3090,3961,22,Ограничено
Разговорники для поездки по Европе. Комплект из 5-ти книг,,АСТ,714,916,22,На складе
"Англо-русский терминологический словарь ""Корпоративное право""",Зорина М. А.,Инфотропик,953,1361,30,Ограничено
Русско-английский и англо-русский словарь (по системе С. Флеминг),,Виктория Плюс:New,284,405,30,На складе
Толковый полиграфический словарь,,Университетская книга,2085,3791,45,На складе
Толковый словарь по молекулярной и клеточной биотехнологии. Русско-английский. Том 2,Тарантул Вячеслав Залманович,Языки славянских культур,1731,2219,22,Ограничено
Англо-русский визуальный словарь с транскрипцией,,АСТ:Визуальный словарь с произношением,909,1165,22,На складе
Испанско-русский визуальный словарь с транскрипцией,,АСТ:Визуальный словарь с произношением,909,1165,22,На складе
Итальянско-русский визуальный словарь с транскрипцией,,АСТ:Визуальный словарь с произношением,909,1165,22,На складе
Немецко-русский визуальный словарь с транскрипцией,,АСТ:Визуальный словарь с произношением,888,1138,22,На складе
Французско-русский визуальный словарь с транскрипцией,,АСТ:Визуальный словарь с произношением,909,1165,22,На складе
,,,0,Нет старого прайса,Нет скидки,
Большой корейско-русский и русско-корейский словарь. 450 000 слов и словосочетаний,,Славянский Дом Книги,1191,1701,30,На складе
Большой академический словарь русского языка. Том 1. А-Бишь,,Наука:Большой академический словарь русского языка,2286,3265,30,На складе
Русско-финский разговорник,,Каро:Разговорники,191,273,30,На складе
Англо-русский русско-английский словарь с произношением,Матвеев Сергей Александрович,АСТ:Словарь школьный новый,349,447,22,На складе
Орфографический словарь с правилами русского языка. 30 тысяч слов,"Булыко Александр Николаевич, Артемьева Елена Ивановна",Мартин:Словари и справочники русского языка,188,269,30,На складе
Большой орфографический словарь русского  языка. Около 106 000 слов,,Мир и образование:Новые словари,439,627,30,На складе
Новый школьный орфографический словарь русского языка. 100 000 слов,,Славянский Дом Книги:Словари и пособия для школьников,259,370,30,На складе
Школьный словообразовательный словарь русского языка,,Виктория Плюс:Словари,510,729,30,На складе
Карманный русско-английский словарь. 6000 слов и словосочетаний,"Шпаковский Владимир Францевич, Шпаковская Инна Владимировна",Центрполиграф:Словари Шпаковского,250,357,30,На складе
Русско-английский железнодорожный словарь,"Космин Владимир Витальевич, Космин Александр Владимирович",Инфра-Инженерия,1757,2510,30,На складе
Самый полный англо-русский русско-английский словарь,Мюллер Владимир Карлович,АСТ:Английский с Мюллером,714,916,22,На складе
Популярный англо-русский русско-английский словарь для школьников с приложениями,Мюллер Владимир Карлович,АСТ:Новый карманный школьный словарь,421,540,22,На складе
Русский этимологический словарь. Выпуск 10. Галочка I - глыча,Аникин Александр Евгеньевич,Нестор-История,628,897,30,На складе
Русские крылатые слова. Иллюстрированный словарь,Михельсон Мориц Ильич,ОлмаМедиаГрупп/Просвещение:Подарочные издания. Коллекция,2265,3235,30,На складе
Русско-греческий разговорник,,Виктория Плюс:Галопом по Европам,138,197,30,Ограничено
Англо-русский русско-английский словарь с произношением,Матвеев Сергей Александрович,АСТ:Карманная библиотека словарей,265,340,22,На складе
Современный русско-арабский разговорник,Оспанова К.,Славянский Дом Книги:Разговорники,91,130,30,На складе
Английский словарь для малышей в картинках с прописями,Державина Виктория Александровна,АСТ:Уникальная методика развивающих уроков,339,435,22,На складе
Новый японско-руский и  русско-японский словарь 100 000 слов,,Славянский Дом Книги,438,625,30,На складе
Русско-турецкий разговорник,,Виктория Плюс:Галопом по Европам,86,123,30,Ограничено
Англо-русский русско-английский словарь,Мюллер Владимир Карлович,АСТ:Карманная библиотека словарей,319,409,22,На складе
"Русско-английский, англо-русский словарь",Флеминг Светлана,Виктория Плюс:New,158,226,30,На складе
Новый орфографический словарь русского языка с грамматическим приложением. 80 000 слов,,Славянский Дом Книги,219,313,30,На складе
Русско-чешский разговорник,,Виктория Плюс:Галопом по Европам,137,195,30,На складе
Русско-японский разговорник. Более 2 500 слов и выражений,,Виктория Плюс:Галопом по Европам,108,154,30,На складе
Русско-литовский разговорник,,Каро:Разговорники,214,305,30,На складе
Современный русско-корейский разговорник,Слесаренко А. Н.,Славянский Дом Книги,91,130,30,На складе
Большой французско-русский и русско-французский словарь. 450 000 слов и словосочетаний,,Славянский Дом Книги:Словари и пособия для школьников,1291,1844,30,На складе
Русско-узбекский и узбекско-русский разговорник,,Каро:Разговорники,227,324,30,На складе
Орфографический словарь русского языка. 45 000 слов и словоформ,,Хит-книга,222,317,30,На складе
Russian Phrasebook. Self Study Guide and Diction.,Палхан И.,Физматлит,1170,1671,30,На складе
Англо-русский русско-английский словарь,,АСТ,395,507,22,На складе
Орфографический словарь с правилами русского языка. 30 тысяч слов,"Булыко Александр Николаевич, Артемьева Елена Ивановна",Мартин:Словари и справочники русского языка,227,324,30,На складе
Французско-русский словарик модных слов,Бандикян Валерий Сергеевич,Люмьер,654,934,30,На складе
Англо-русский разговорник для отдыхающих за границей,Ганул Елена Александровна,Литера:Английский в дорогу,132,189,30,Ограничено
Английский разговорник,,АСТ:Популярный разговорник,329,422,22,На складе
Словарь русского языка XVIII века. Выпуск 13. Молдавский-Напрокудить,,Наука:Словарь русского языка XVIII века,251,359,30,На складе
Словарь русского языка XVIII века. Выпуск 14. Напролет-Непоцелование,,Наука:Словарь русского языка XVIII века,335,478,30,На складе
Новый англо-русский и русско-английский словарь. 45 000 слов и словосочетаний. Грамматика,,Славянский Дом Книги:Словари и пособия для школьников,229,327,30,На складе
Арабско-русский русско-арабский визуальный мини-словарь,,Эксмо:Иллюстрированные словари,1504,1928,22,Ограничено
Современный русско-итальянский разговорник,Григорян Ирина Родиковна,Славянский Дом Книги,91,130,30,На складе
Словарь русских народных говоров. Выпуск 48 (Уроса-Ушибь),,Наука:Словарь русских народных говоров,1034,1477,30,На складе
Современный Русско-польский разговорник,Корнеева А. П.,Славянский Дом Книги:Разговорники,91,130,30,На складе
Словарь языка русской поэзии ХХ века. Т. VI. Пе — Радость,Григорьев Виктор Петрович и др.,Языки славянских культур:Studia philologica,1764,2261,22,Ограничено
,,,0,Нет старого прайса,Нет скидки,
Англо-русский и русско-английский словарь наиболее употребительных слов и выражений,Москвин Анатолий Григорьевич,Центрполиграф:Учитесь говорить по...,642,917,30,На складе
Толково-грамматический словарь русских причастий,Сазонова Инна Кузьминична,АСТ-Пресс:Настольные словари русского языка,1036,Нет старого прайса,Нет скидки,На складе
Новый англо-русский словарь: свыше 60000 слов и словосочетаний,,АСТ:Biblio,625,801,22,Ограничено
Глоссарий туристских терминов: Словарь англо-русских и русско-английских соответствий,Мошняга Елена Викторовна,Советский спорт:Профессиональное туристское образование,424,606,30,На складе
Орфографический словарь наиболее употребительных слов русского языка,,Центрполиграф:Словари,599,856,30,На складе
Англо-русский и русско-английский словарь по ландшафтному дизайну и декоративному садоводству,Головкин Борис,Фитон XXI,63,115,45,На складе
Словарь русских народных говоров. Выпуск 41. Ссувориться-Стригчись,,Наука:Словарь русских народных говоров,418,597,30,На складе
Новый большой русско-английский словарь,Мюллер Владимир Карлович,Альта-Принт:Учебная. Словари. Справочники,588,840,30,На складе
Большой толковый словарь правильной русской речи,Скворцов Лев Иванович,Диля: ,777,1110,30,На складе
Немецко-русский и русско-немецкий экономический словарь,,Центрполиграф:Большие словари,961,1373,30,На складе
Большой академический словарь русского языка. Том 6. З - Зятюшка,,Наука:Большой академический словарь русского языка,856,1223,30,Ограничено
Разговорник для англоговорящих. English-Russian Phrase-book,"Шпаковский Владимир Францевич, Шпаковская Инна",Центрполиграф:Учитесь говорить по...,550,785,30,На складе
Business English. Англо-русский учебный словарь специальной лексики делового английского языка,Петроченков Александр Васильевич,Добрая книга:Английский с А.Петроченковым,380,543,30,На складе
Словарь русских народных говоров. Выпуск 39. Сметушка - Сопочить,,Наука:Словарь русских народных говоров,376,537,30,На складе
,,,0,Нет старого прайса,Нет скидки,
Словарь русских народных говоров. Выпуск 38. Скинать - Сметушка,,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 3. Блазнишка - Бяшутка,,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 4. В - Военки,,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 6. Выросток-Гон,,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 7. Гона-Депеть,,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 8. Дер-Ерепениться,,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 9. Ерепеня - Заглазеться,,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Заглазки-Заросить"". Выпуск 10",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Зароситься-Зубренка"". Выпуск 11",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Зубреха-Калумаги"". Выпуск 12",,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 13. Калун-Кобза,,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Кобзарик-Корточки"". Выпуск 14",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Кортусы-Куделюшки"". Выпуск 15",,Наука:Словарь русских народных говоров,293,418,30,Ограничено
Словарь русских народных говоров. Выпуск 17. Леснокаменный - Масленичать,,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Масленичек-Мутарсливый"". Выпуск 18",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Мутаситься-Накучить"". Выпуск 19",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Накучкать-Негоразд"". Выпуск 20",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Негораздый-Обвива"". Выпуск 21",,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 22. Обвивень-Одалбливать,,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Одале-Осеть"". Выпуск 23",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Осець-Отчураться"". Выпуск 24",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Отчурить-Первачок"". Выпуск 25",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Первее-Печетник"". Выпуск 26",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Печечки-Поделывать"". Выпуск 27",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Подель-Покороче"". Выпуск 28",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Покорочеть-Попритчиться"". Выпуск 29",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Поприугомонить-Почестно"". Выпуск 30",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Почестно-Присуть"". Выпуск 31",,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Присуха-Протишь"". Выпуск 32",,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 33. Протка - Разлука,,Наука:Словарь русских народных говоров,293,418,30,На складе
"Словарь русских народных говоров: ""Разлуканье-Ревенька"". Выпуск 34",,Наука:Словарь русских народных говоров,293,418,30,Ограничено
"Словарь русских народных говоров: ""Реветь-Рящик"". Выпуск 35",,Наука:Словарь русских народных говоров,293,418,30,На складе
Словарь русских народных говоров. Выпуск 36. С - Святковать,,Наука:Словарь русских народных говоров,293,418,30,Ограничено
"Словарь русских народных говоров: ""Свято-Скимяга"". Выпуск 37",,Наука:Словарь русских народных говоров,293,418,30,Ограничено
"Словарь русских народных говоров. ""Сопочка - Ссуворить"". Выпуск 40",,Наука:Словарь русских народных говоров,376,537,30,Ограничено
Русско-французский словарь деловой лексики,Иванова Г.С.,Антология: ,353,452,22,На складе
Социология труда. Теоретико-прикладной толковый словарь,,Наука: ,246,448,45,На складе
Phrasal Verbs Dictionary,,Cambridge: ,3112,4788,35,На складе
Русско-эстонский разговорник,Рахно Марина Олавиевна,Виктория Плюс:Галопом по Европам,86,123,30,На складе
Краткий словарь библейских фразеологизмов,Кочедыков Лев Григорьевич,Бахрах-М: ,238,340,30,На складе
"Новый англо-русский, русско-английский словарь","Лапицкий Александр Никитич, Якимов М.В.",Союз:Словари,218,312,30,На складе
Словарь иноязычных слов. Актуальная лексика,Булыко Александр Николаевич,Попурри,233,Нет старого прайса,Нет скидки,На складе
Происхождение японского языка. Русско-японский учебный этимологический словарь,Драгункин Александр Николаевич,Андра: ,125,179,30,Ограничено
Русско-английский словарь. Около 50 000 слов,,Лист:Английский язык,435,Нет старого прайса,Нет скидки,На складе
Новейший англо-русский и русско-английский словарь 80 000 слов,,СТД,201,287,30,На складе
,,,0,Нет старого прайса,Нет скидки,
Русско-испанский разговорник. В помощь туристу,,Феникс:Разговорники XXI века,171,219,22,На складе
Русско-итальянский разговорник. В помощь туристу,,Феникс:Разговорники XXI века,248,318,22,На складе
Новый англо-русский и русско-английский словарь для школьников + грамматика,,Логос:Словари для школьников,239,341,30,На складе
Малайзия краткий справочник. Русско-малайский разговорник,,Ключ-С,178,324,45,На складе
Словарь ошибок русского языка,Крылов Григорий Александрович,Виктория Плюс:Словари,74,106,30,На складе
Русско-азербайджанский разговорник,Фарзалиев Акиф,Каро:Разговорники,181,258,30,На складе
Русско-испанский разговорник,,Виктория Плюс:Галопом по Европам,86,123,30,На складе
Русско-немецкий разговорник,,Виктория Плюс:Галопом по Европам,86,123,30,На складе
Большой англо-русский и русско-английский словарь. 450 000 слов и словосочетаний. Новая редакция,Мюллер Владимир Карлович,Славянский Дом Книги:Словари и пособия для школьников,1092,1560,30,На складе
Русско-хинди разговорник,,Каро:Разговорники,211,302,30,На складе
Русско-китайский разговорник,,Виктория Плюс:Галопом по Европам,108,154,30,На складе
Русско-белорусский разговорник,,Каро:Разговорники,181,258,30,На складе
Русско-туркменский разговорник,,Каро:Разговорники,181,258,30,Ограничено
Немецко-русский русско-немецкий иллюстрированный словарь для начинающих,Эсновал Александра,Эксмо:Иллюстрированные словари,739,948,22,На складе
,,,0,Нет старого прайса,Нет скидки,
Толковый словарь русского языка. Современное написание,Даль Владимир Иванович,АСТ:Классические словари,472,605,22,На складе
"Популярный англо-русский, русско-английский словарь",Мюллер Владимир Карлович,АСТ:Словарь школьный новый,319,409,22,На складе
Разговорник-путеводитель по британской и американской кухне,,Попурри,207,Нет старого прайса,Нет скидки,Ограничено
Разговорник-путеводитель по французской кухне,,Попурри,207,Нет старого прайса,Нет скидки,На складе
Gobbledegook. Foreignisms in English,Шитова Лариса Феликсовна,Антология,200,256,22,На складе
Словарь русских народных говоров. Выпуск 46. Тычак - Ужоля,,Наука:Словарь русских народных говоров,877,1253,30,На складе
Словарь русского языка XVIII века. Выпуск 20. Планета - Подняться,Захарова Е. А. и др.,Наука:Словарь русского языка XVIII века,752,1074,30,Ограничено
"Толковый словарь русского языка. Около 100 000 слов, терминов и фразеологических выражений",Ожегов Сергей Иванович,АСТ,1393,1786,22,На складе
"Деловой английский. Стандарты, документация, корреспонденция",Бердышев Сергей Николаевич,Феникс:Бизнес-класс,186,238,22,На складе
Школьный этимологический словарь русского языка,,Виктория Плюс,334,477,30,На складе
Вы приехали в Россию: англо-русский разговорник,Ягудена Анжелика Рифатовна,Феникс:Окно в Европу,63,81,22,На складе
Англо-русский разговорник для иностранца в России,Погорелова М.,Феникс:Разговорники XXI века,76,98,22,На складе
Русско-испанский разговорник,Тамайо Ольга,Попурри,139,Нет старого прайса,Нет скидки,На складе
Русско-вьетнамский разговорник,,Каро:Разговорники,181,258,30,На складе
Русско-китайский разговорник,,Каро:Разговорники,181,258,30,Ограничено
Новый немецко-русский и русско-немецкий словарь. 45 000 слов + грамматика,,Славянский Дом Книги,239,341,30,На складе
Два сапога пара. Словарь парных идиом,Шитова Лариса Феликсовна,Антология,226,290,22,На складе
Новый англо-русский и русско-английский словарь для школьников. Свыше 25000 слов и словосочетаний,,АСТ,349,447,22,На складе
Универсальный словарь школьника. 1-4 классы,,Эксмо-Пресс:Светлячок,467,599,22,Ограничено
Русско-арабский разговорник,,Виктория Плюс:Галопом по Европам,86,123,30,Ограничено
Словарь русских говоров на территории Республики Мордовия. Часть 1,Михалева Тамара Васильевна и др.,Наука:Памятники русского диалектного слова,1243,1775,30,На складе
Словарь русских говоров на территории Республики Мордовия. Часть 2,,Наука:Памятники русского диалектного слова,1243,1775,30,На складе
Карманный англо-русский словарь. 6000 слов и словосочетаний,"Шпаковский Владимир Францевич, Шпаковская Инна Владимировна",Центрполиграф:Словари Шпаковского,250,357,30,На складе
Русско-итальянский разговорник,,Каро:Разговорники,181,258,30,На складе
Рыцарство. Дворянство. Армия: французско-русский толковый словарь,"Егоров Николай Сергеевич, Титов Сергей Михайлович",Факультет филологии и искусств,417,759,45,На складе
Словарь языка М.В. Ломоносова. Минералогия. Словарь-справочник. Выпуск 5,,Нестор-История,2354,3363,30,На складе
Русско-сербохорватский разговорник,,Каро:Разговорники,191,273,30,Ограничено
Словарь русского языка XVIII века. Выпуск 12 (Льстец - Молвотворство),,Наука:Словарь русского языка XVIII века,251,359,30,Ограничено
Словарь русского языка XVIII века. Выпуск 17 (Оный - Открутить),,Наука:Словарь русского языка XVIII века,460,657,30,На складе
Русско-испанский разговорник,,Каро:Разговорники,181,258,30,Ограничено
Русско-греческий разговорник,,Каро:Разговорники,181,258,30,На складе
Современный русско-немецкий разговорник,Муллаева Мария,Славянский Дом Книги:Разговорники,65,93,30,Ограничено
"Русско-английский ""однозначный"" словарь. Более 16 000 слов","Драгункин Александр Николаевич, Драгункина Анастасия Александровна",Андра,248,354,30,На складе
Словарь русских народных говоров. Выпуск 45. Транбовать - Тыча,,Наука:Словарь русских народных говоров,877,1253,30,На складе
Профессиональный русско-английский и англо-русский водохозяйственный словарь. В 2-х томах,"Мамулян Алексей Сергеевич, Гемес С. Н.",Грифон,2641,3773,30,На складе
Словарь экономических терминов для бизнесменов. Business English,Гарбузова Татьяна Михайловна,Феникс:Без репетитора,103,132,22,На складе
Словарь обиходного русского языка Московской Руси XVI-XVII веков. Выпуск 5. Да-Дотянуть,Мжельская Ольга Сергеевна и др.,Наука:Русский язык,543,776,30,На складе
Большой академический словарь русского языка. Том 21. Проделать - Пятью,,Наука:Большой академический словарь русского языка,1660,2371,30,На складе
Популярный русско-французский разговорник,,Центрполиграф:Разговорники,187,267,30,На складе
Англо-русский словарь по мостам и тоннелям,"Космин Владимир Витальевич, Космин Александр Владимирович",Инфра-Инженерия,1107,1581,30,На складе
3000 наиболее употребляемых слов и выражений испанского языка. Словарь-справочник,Хлызов Виталий,Попурри,304,Нет старого прайса,Нет скидки,На складе
3000 наиболее употребительных слов и выражений немецкого языка. Словарь-справочник,"Вишневский Валентин, Тогулев Александр",Попурри,304,Нет старого прайса,Нет скидки,На складе
